,yDistance,xDistance,theta,width,height,centerX,centerY,aspectRatio,heightRatio,yDiff
895,70,10,10,232.04937744140625,102.38864135742188,52.975311279296875,-72.01513671875,2.2663586139678955,1.0833333333333333,12
896,70,10,15,240.45681762695312,111.32754516601562,115.7716064453125,-64.50630187988281,2.1599040031433105,1.1204819277108433,19
897,70,10,15,239.15469360351562,111.18453979492188,116.42266845703125,-64.40769958496094,2.150970697402954,1.1481481481481481,18
898,70,10,15,238.22122192382812,111.18756103515625,116.889404296875,-64.40621948242188,2.142516851425171,1.1481481481481481,18
899,70,10,15,239.66943359375,111.28303527832031,116.165283203125,-64.4539566040039,2.1536924839019775,1.1204819277108433,19
900,70,10,15,246.32870483398438,114.13606262207031,112.83563232421875,-65.8804702758789,2.1582021713256836,1.0941176470588236,21
901,70,20,0,238.15914916992188,94.75637817382812,-128.07957458496094,-76.03611755371094,2.5133838653564453,1.0795454545454546,-5
902,70,20,0,235.1827392578125,94.08761596679688,-125.59133911132812,-78.50166320800781,2.4996142387390137,1.0930232558139534,-6
903,70,20,0,242.4990234375,96.22206115722656,-126.99700927734375,-74.33972930908203,2.5202019214630127,1.1162790697674418,-6
904,70,20,0,239.24710083007812,94.50875854492188,-127.62351989746094,-74.55792236328125,2.5314807891845703,1.0681818181818181,-4
905,70,20,0,240.47586059570312,95.20462036132812,-126.00862121582031,-76.04644775390625,2.5258843898773193,1.0919540229885059,-5
906,70,20,5,233.7816162109375,94.70779418945312,-61.311614990234375,-77.47547912597656,2.468451738357544,1.0963855421686748,3
907,70,20,5,234.06927490234375,93.99235534667969,-61.844268798828125,-77.92418670654297,2.4903011322021484,1.0963855421686748,3
908,70,20,5,229.8170623779297,94.67256164550781,-62.349700927734375,-77.42414093017578,2.4274938106536865,1.1097560975609757,3
909,70,20,5,227.60052490234375,92.3857421875,-65.22598266601562,-78.74969482421875,2.4635891914367676,1.0481927710843373,5
910,70,20,5,234.64035034179688,94.34237670898438,-61.5587158203125,-77.74917602539062,2.4871151447296143,1.0963855421686748,3
911,70,20,19,226.46737670898438,98.31120300292969,-15.00958251953125,-75.84441375732422,2.3035764694213867,1.139240506329114,9
912,70,20,19,226.86041259765625,101.36817932128906,-15.8798828125,-77.37989044189453,2.2379844188690186,1.0975609756097562,12
913,70,20,19,224.0160675048828,97.77688598632812,-17.008026123046875,-78.55516052246094,2.2910943031311035,1.0617283950617284,12
914,70,20,19,225.20579528808594,100.6185302734375,-16.602935791015625,-77.75471496582031,2.2382140159606934,1.0853658536585367,12
915,70,20,19,225.20582580566406,100.64421081542969,-16.6029052734375,-77.74187469482422,2.237643003463745,1.0853658536585367,12
916,725,20,25,223.72503662109375,108.32797241210938,38.137451171875,-72.75346374511719,2.065256357192993,1.2,18
917,725,20,25,220.6819305419922,107.7335205078125,39.65899658203125,-72.45623779296875,2.048405408859253,1.1538461538461537,18
918,725,20,15,224.05882263183594,108.75453186035156,37.970611572265625,-73.03449249267578,2.060225248336792,1.1818181818181819,18
919,725,20,15,226.8048553466797,109.07022094726562,38.977020263671875,-72.90687561035156,2.0794389247894287,1.1688311688311688,19
920,725,20,15,223.2716064453125,108.73344421386719,38.36419677734375,-72.97228240966797,2.053384780883789,1.1842105263157894,19
921,725,20,20,228.90286254882812,116.99343872070312,80.548583984375,-69.88285827636719,1.9565443992614746,1.1071428571428572,24
922,725,20,20,226.90280151367188,117.07958984375,79.54852294921875,-69.83978271484375,1.9380217790603638,1.1071428571428572,24
923,725,20,20,229.95925903320312,117.82875061035156,79.0203857421875,-69.63288116455078,1.9516396522521973,1.144578313253012,23
924,725,20,20,227.12667846679688,117.70750427246094,80.4366455078125,-69.51091766357422,1.929585337638855,1.1325301204819278,24
925,725,20,20,229.52963256835938,118.22517395019531,80.23516845703125,-69.3434066772461,1.9414615631103516,1.144578313253012,23
